Unity time	tracker time	eye ray x	eye ray y	 eye ray z	eye screen x	eye screen z	status 	 objX 	objY 	Target Size	Button	Spawn Angle	Kill Angle	Eye Moved
32.86	0	0.7114937	0.04763435	0.7010761	544.1838	420.1511	2	299.1111	273.1687	1	0	27.12257	22.1126	False
32.87	0	0.7113854	0.04714237	0.7012193	544.0263	419.918	2	299.0368	273.1747	1	0	27.12257	22.1126	False
32.88	0	0.7113227	0.04680977	0.7013051	543.985	419.7584	2	299.0541	273.1744	1	0	27.12257	22.1126	False
32.89	0	0.7112559	0.04693017	0.7013648	543.9851	419.7584	2	299.0879	273.1346	1	0	27.12257	22.1126	False
32.9	0	0.7112559	0.04693017	0.7013648	543.9851	419.7584	2	299.0879	273.1346	1	0	27.12257	22.1126	False
32.91	0	0.7113748	0.04647123	0.7012749	544.129	419.508	2	299.1321	273.0922	1	0	27.12257	22.1126	False
32.92	0	0.711595	0.04605489	0.7010788	544.355	419.2892	2	299.1601	273.0628	1	0	27.12257	22.1126	False
32.93	0	0.7115954	0.04609793	0.7010756	544.3893	419.3154	2	299.1872	273.0773	1	0	27.12257	22.1126	False
32.94	0	0.7115954	0.04609793	0.7010756	544.3893	419.3154	2	299.1872	273.0773	1	0	27.12257	22.1126	False
32.95	0	0.7115648	0.04606194	0.701109	544.3895	419.3154	2	299.2084	273.1046	1	0	27.12257	22.1126	False
32.96	0	0.7113857	0.04589648	0.7013015	544.225	419.2645	2	299.2177	273.1334	1	0	27.12257	22.1126	False
32.97	0	0.7118332	0.04504359	0.7009026	544.5881	418.8643	2	299.1692	273.1234	1	0	27.12257	22.1126	False
32.98	0	0.7118332	0.04504359	0.7009026	544.5881	418.8643	2	299.1692	273.1234	1	0	27.12257	22.1126	False
32.99	0	0.7119101	0.04434581	0.7008691	544.547	418.5128	2	299.0569	273.0855	1	0	27.12257	22.1126	False
33	0	0.7117923	0.04422009	0.7009966	544.3688	418.4086	2	298.9622	273.0451	1	0	27.12257	22.1126	False
33.01	0	0.7157182	0.0444167	0.6969754	548.2334	418.3096	2	298.873	272.9853	1	0	27.12257	22.1126	False
33.02	0	0.7157182	0.0444167	0.6969754	548.2334	418.3096	2	298.873	272.9853	1	0	27.12257	22.1126	False
33.03	0	0.7157688	0.04461089	0.696911	548.2333	418.3096	2	298.7716	272.9096	1	0	27.12257	22.1126	False
33.04	0	0.7223132	0.04573209	0.6900522	554.7908	418.5202	2	298.6718	272.8218	1	0	27.12257	22.1126	False
33.05	0	0.7253301	0.04606162	0.6868585	557.7988	418.5023	2	298.6098	272.7317	1	0	27.12257	22.1126	False
33.06	0	0.7253301	0.04606162	0.6868585	557.7988	418.5023	2	298.6098	272.7317	1	0	27.12257	22.1126	False
33.07	0	0.7253661	0.04624048	0.6868085	557.7987	418.5023	2	298.5824	272.6253	1	0	27.12257	22.1126	False
33.08	0	0.7267238	0.04673227	0.6853383	559.1828	418.6327	2	298.5684	272.565	1	0	27.12257	22.1126	False
33.09	0	0.7282065	0.04698712	0.6837452	560.6904	418.6642	2	298.5841	272.4997	1	0	27.12257	22.1126	False
33.1	0	0.7282065	0.04698712	0.6837452	560.6904	418.6642	2	298.5841	272.4997	1	0	27.12257	22.1126	False
33.11	0	0.7285164	0.04669947	0.6834347	560.9849	418.4895	2	298.6235	272.4243	1	0	27.12257	22.1126	False
33.12	0	0.7288735	0.04626149	0.6830837	561.2864	418.2789	2	298.6155	272.3911	1	0	27.12257	22.1126	False
33.13	0	0.7288818	0.0467112	0.6830443	561.3	418.4565	2	298.6064	272.3587	1	0	27.12257	22.1126	False
33.14	0	0.7288818	0.0467112	0.6830443	561.3	418.4565	2	298.6064	272.3587	1	0	27.12257	22.1126	False
33.15	0	0.7288373	0.04632865	0.6831178	561.1768	418.2767	2	298.5583	272.3322	1	0	27.12257	22.1126	False
33.16	0	0.728875	0.04631342	0.6830785	561.1769	418.2767	2	298.504	272.3484	1	0	27.12257	22.1126	False
33.17	0	0.7286859	0.0466248	0.6832591	560.9644	418.4281	2	298.4487	272.367	1	0	27.12257	22.1126	False
33.18	0	0.7286859	0.0466248	0.6832591	560.9644	418.4281	2	298.4487	272.367	1	0	27.12257	22.1126	False
33.19	0	0.7291856	0.04701711	0.682699	561.4235	418.5817	2	298.335	272.382	1	0	27.12257	22.1126	False
33.2	0	0.7291155	0.04681777	0.6827874	561.2728	418.5008	2	298.2267	272.4073	1	0	27.12257	22.1126	False
33.21	0	0.7287349	0.04743289	0.6831512	560.8616	418.7893	2	298.1255	272.4384	1	0	27.12257	22.1126	False
33.22	0	0.7287349	0.04743289	0.6831512	560.8616	418.7893	2	298.1255	272.4384	1	0	27.12257	22.1126	False
33.23	0	0.728773	0.04738325	0.683114	560.8616	418.7893	2	298.0388	272.495	1	0	27.12257	22.1126	False
33.24	0	0.7289928	0.04697847	0.6829074	561.0328	418.6304	2	297.9691	272.5482	1	0	27.12257	22.1126	False
33.25	0	0.7285997	0.04747669	0.6832924	560.6561	418.8777	2	297.9199	272.597	1	0	27.12257	22.1126	False
33.26	0	0.7285997	0.04747669	0.6832924	560.6561	418.8777	2	297.9199	272.597	1	0	27.12257	22.1126	False
33.27	0	0.7282291	0.04725895	0.6837023	560.2997	418.829	2	297.9248	272.6614	1	0	27.12257	22.1126	False
33.28	0	0.7284675	0.04708153	0.6834606	560.5806	418.8185	2	297.9587	272.7615	1	0	27.12257	22.1126	False
33.29	0	0.7284033	0.04692705	0.6835396	560.5806	418.8185	2	298.0271	272.8489	1	0	27.12257	22.1126	False
33.3	0	0.7284033	0.04692705	0.6835396	560.5806	418.8185	2	298.0271	272.8489	1	0	27.12257	22.1126	False
33.31	0	0.7280266	0.0450232	0.6840689	560.1147	418.0735	2	298.0795	272.9261	1	0	27.12257	22.1126	False
33.32	0	0.7277911	0.04922542	0.6840299	560.2587	419.9105	2	298.1542	272.9665	1	0	27.12257	22.1126	False
33.33	0	0.7277623	0.04916828	0.6840647	560.2585	419.9105	2	298.1866	272.9979	1	0	27.12257	22.1126	False
33.34	0	0.7277623	0.04916828	0.6840647	560.2585	419.9105	2	298.1866	272.9979	1	0	27.12257	22.1126	False
33.35	0	0.9052017	-0.08976735	0.4153934	792.9799	349.8957	2	298.2202	272.998	1	0	27.12257	22.1126	False
33.36	0	0.8385201	-0.05422981	0.5421653	684.5743	370.9519	2	298.2255	273.0251	1	0	27.12257	22.1126	False
33.37	0	0.838515	-0.05421783	0.5421742	684.5743	370.9519	2	298.2214	273.0378	1	0	27.12257	22.1126	False
33.38	0	0.838515	-0.05421783	0.5421742	684.5743	370.9519	2	298.2214	273.0378	1	0	27.12257	22.1126	False
33.39	0	0.8385012	-0.05425017	0.5421925	684.5743	370.9519	2	298.2312	273.072	1	0	27.12257	22.1126	False
33.4	0	0.8384883	-0.05423159	0.5422143	684.5744	370.9519	2	298.2469	273.066	1	0	27.12257	22.1126	False
33.41	0	0.8384725	-0.05419633	0.5422422	684.5743	370.9519	2	298.2653	273.0529	1	0	27.12257	22.1126	False
33.42	0	0.8384725	-0.05419633	0.5422422	684.5743	370.9519	2	298.2653	273.0529	1	0	27.12257	22.1126	False
33.43	0	0.8384498	-0.05415839	0.5422812	684.5743	370.9519	2	298.3016	273.0245	1	0	27.12257	22.1126	False
33.44	0	0.8384199	-0.05406892	0.5423363	684.5743	370.9519	2	298.3465	272.97	1	0	27.12257	22.1126	False
33.45	0	0.8384068	-0.05406362	0.5423571	684.5744	370.9519	2	298.387	272.9289	1	0	27.12257	22.1126	False
33.46	0	0.8384068	-0.05406362	0.5423571	684.5744	370.9519	2	298.387	272.9289	1	0	27.12257	22.1126	False
33.47	0	0.8384344	-0.05421181	0.5422996	684.5744	370.9519	2	298.3909	272.9366	1	0	27.12257	22.1126	False
33.48	0	0.8384781	-0.05451192	0.5422019	684.5743	370.9519	2	298.3789	273.0154	1	0	27.12257	22.1126	False
33.49	0	0.7930189	-0.03864126	0.6079704	627.3808	380.1845	2	298.3434	273.1445	1	0	27.12257	22.1126	False
33.5	0	0.7930189	-0.03864126	0.6079704	627.3808	380.1845	2	298.3434	273.1445	1	0	27.12257	22.1126	False
33.51	0	0.7930888	-0.03899212	0.6078566	627.3807	380.1845	2	298.2987	273.2794	1	0	27.12257	22.1126	False
33.52	0	0.7588547	-0.009463695	0.6511912	589.5098	394.3276	2	298.2952	273.4008	1	0	27.12257	22.1126	False
33.53	0	0.7589423	-0.009786292	0.6510843	589.5098	394.3276	2	298.2462	273.5239	1	0	27.12257	22.1126	False
33.54	0	0.7589423	-0.009786292	0.6510843	589.5098	394.3276	2	298.2462	273.5239	1	0	27.12257	22.1126	False
33.55	0	0.739566	0.003957486	0.6730725	569.4471	400.9626	2	298.1945	273.6097	1	0	27.12257	22.1126	False
33.56	0	0.729333	0.01161882	0.6840603	559.1691	404.6679	2	298.1525	273.6798	1	0	27.12257	22.1126	False
33.57	0	0.7236962	0.01264617	0.6900028	553.434	405.3582	2	298.13	273.7248	1	0	27.12257	22.1126	False
33.58	0	0.7236962	0.01264617	0.6900028	553.434	405.3582	2	298.13	273.7248	1	0	27.12257	22.1126	False
33.59	0	0.7238014	0.01248422	0.6898955	553.434	405.3582	2	298.0567	273.7783	1	0	27.12257	22.1126	False
33.6	0	0.7210398	0.01860772	0.6926438	550.8919	408.0982	2	298.0401	273.79	1	0	27.12257	22.1126	False
33.61	0	0.7195111	0.020562	0.6941764	549.4256	409.0073	2	298.0278	273.805	1	0	27.12257	22.1126	False
33.62	0	0.7195111	0.020562	0.6941764	549.4256	409.0073	2	298.0278	273.805	1	0	27.12257	22.1126	False
33.63	0	0.7187338	0.02011305	0.6949944	548.6033	408.8664	2	298.0233	273.8228	1	0	27.12257	22.1126	False
33.64	0	0.7186974	0.02308331	0.6949397	548.7335	410.1862	2	298.0508	273.8708	1	0	27.12257	22.1126	False
33.65	0	0.7187982	0.02425328	0.6947956	548.9254	410.7438	2	298.0953	273.9324	1	0	27.12257	22.1126	False
33.66	0	0.7187982	0.02425328	0.6947956	548.9254	410.7438	2	298.0953	273.9324	1	0	27.12257	22.1126	False
33.67	0	0.7183923	0.0269936	0.6951143	548.7267	411.9954	2	298.186	273.9943	1	0	27.12257	22.1126	False
33.68	0	0.717829	0.02836221	0.6956415	548.3087	412.6685	2	298.2732	274.0707	1	0	27.12257	22.1126	False
33.69	0	0.7178017	0.02826321	0.6956736	548.3088	412.6685	2	298.3106	274.119	1	0	27.12257	22.1126	False
33.7	0	0.7178017	0.02826321	0.6956736	548.3088	412.6685	2	298.3106	274.119	1	0	27.12257	22.1126	False
33.71	0	0.7174721	0.03014536	0.6959347	548.1443	413.5206	2	298.3777	274.1616	1	0	27.12257	22.1126	False
33.72	0	0.7174132	0.03323844	0.6958546	548.2744	414.8966	2	298.3911	274.216	1	0	27.12257	22.1126	False
33.73	0	0.7173706	0.0359175	0.6957654	548.3636	416.1025	2	298.3703	274.2713	1	0	27.12257	22.1126	False
33.74	0	0.7173706	0.0359175	0.6957654	548.3636	416.1025	2	298.3703	274.2713	1	0	27.12257	22.1126	False
33.75	0	0.7165775	0.03721405	0.6965141	547.6098	416.7815	2	298.3482	274.3684	1	0	27.12257	22.1126	False
33.76	0	0.7164875	0.03942754	0.6964848	547.6235	417.8375	2	298.342	274.4642	1	0	27.12257	22.1126	False
33.77	0	0.7164961	0.03929207	0.6964837	547.6235	417.8375	2	298.3495	274.5257	1	0	27.12257	22.1126	False
33.78	0	0.7164961	0.03929207	0.6964837	547.6235	417.8375	2	298.3495	274.5257	1	0	27.12257	22.1126	False
33.79	0	0.7164987	0.04039277	0.696418	547.6921	418.3786	2	298.3615	274.5933	1	0	27.12257	22.1126	False
33.8	0	0.7164111	0.04303075	0.6963502	547.7743	419.5515	2	298.3856	274.6197	1	0	27.12257	22.1126	False
33.81	0	0.7166046	0.04446477	0.696061	548.0414	420.1968	2	298.3746	274.6504	1	0	27.12257	22.1126	False
33.82	0	0.7166046	0.04446477	0.696061	548.0414	420.1968	2	298.3746	274.6504	1	0	27.12257	22.1126	False
33.83	0	0.7165461	0.04600827	0.6960208	548.0758	420.9065	2	298.3775	274.6912	1	0	27.12257	22.1126	False
33.84	0	0.716593	0.04593628	0.6959773	548.0757	420.9065	2	298.3412	274.7197	1	0	27.12257	22.1126	False
33.85	0	0.7164161	0.047394	0.6960617	547.9387	421.5796	2	298.2832	274.7594	1	0	27.12257	22.1126	False
33.86	0	0.7164161	0.047394	0.6960617	547.9387	421.5796	2	298.2832	274.7594	1	0	27.12257	22.1126	False
33.87	0	0.7163383	0.04780904	0.6961133	547.8291	421.7946	2	298.2261	274.7899	1	0	27.12257	22.1126	False
33.88	0	0.7170059	0.04948161	0.6953086	548.528	422.5426	2	298.1387	274.8362	1	0	27.12257	22.1126	False
33.89	0	0.7170845	0.04940689	0.6952329	548.528	422.5426	2	298.0792	274.8587	1	0	27.12257	22.1126	False
33.9	0	0.7170845	0.04940689	0.6952329	548.528	422.5426	2	298.0792	274.8587	1	0	27.12257	22.1126	False
33.91	0	0.717528	0.05118339	0.6946465	549.0282	423.334	2	298.0297	274.8834	1	0	27.12257	22.1126	False
33.92	0	0.7168844	0.05073113	0.695344	548.295	423.1819	2	297.9948	274.8916	1	0	27.12257	22.1126	False
33.93	0	0.7174039	0.0517127	0.6947354	548.8226	423.5911	2	297.9479	274.8766	1	0	27.12257	22.1126	False
33.94	0	0.7174039	0.0517127	0.6947354	548.8226	423.5911	2	297.9479	274.8766	1	0	27.12257	22.1126	False
33.95	0	0.716949	0.05224683	0.695165	548.3704	423.8347	2	297.9258	274.8659	1	0	27.12257	22.1126	False
33.96	0	0.7174078	0.05383745	0.6945701	548.9254	424.5062	2	297.9106	274.8603	1	0	27.12257	22.1126	False
33.97	0	0.7174112	0.05381807	0.694568	548.9254	424.5062	2	297.8927	274.8795	1	0	27.12257	22.1126	False
33.98	0	0.7174112	0.05381807	0.694568	548.9254	424.5062	2	297.8927	274.8795	1	0	27.12257	22.1126	False
33.99	0	0.7171234	0.05450269	0.6948118	548.713	424.8375	2	297.8914	274.931	1	0	27.12257	22.1126	False
34	0	0.717509	0.05402673	0.6944509	549.0762	424.6696	2	297.8541	275.0169	1	0	27.12257	22.1126	False
34.01	0	0.7178316	0.0554742	0.6940032	549.5283	425.3134	2	297.8044	275.0965	1	0	27.12257	22.1126	False
34.02	0	0.7178316	0.0554742	0.6940032	549.5283	425.3134	2	297.8044	275.0965	1	0	27.12257	22.1126	False
34.03	0	0.7177927	0.05536581	0.694052	549.5284	425.3134	2	297.7887	275.1918	1	0	27.12257	22.1126	False
34.04	0	0.7174496	0.05520959	0.6944191	549.2269	425.3216	2	297.7935	275.3026	1	0	27.12257	22.1126	False
34.05	0	0.7176914	0.05511203	0.694177	549.5353	425.3546	2	297.7998	275.4442	1	0	27.12257	22.1126	False
34.06	0	0.7176914	0.05511203	0.694177	549.5353	425.3546	2	297.7998	275.4442	1	0	27.12257	22.1126	False
34.07	0	0.7177749	0.05541719	0.6940663	549.7134	425.515	2	297.8333	275.5107	1	0	27.12257	22.1126	False
34.08	0	0.7175212	0.05623312	0.694263	549.59	425.9167	2	297.8519	275.5977	1	0	27.12257	22.1126	False
34.09	0	0.7174612	0.05612854	0.6943336	549.5901	425.9167	2	297.8755	275.6813	1	0	27.12257	22.1126	False
34.1	0	0.7174612	0.05612854	0.6943336	549.5901	425.9167	2	297.8755	275.6813	1	0	27.12257	22.1126	False
34.11	0	0.7177635	0.05594053	0.6940362	549.9053	425.8522	2	297.8719	275.7314	1	0	27.12257	22.1126	False
34.12	0	0.7177745	0.05627684	0.6939976	549.9669	426.0254	2	297.8553	275.7919	1	0	27.12257	22.1126	False
34.13	0	0.718038	0.05705592	0.6936614	550.3232	426.3889	2	297.8575	275.8536	1	0	27.12257	22.1126	False
34.14	0	0.718038	0.05705592	0.6936614	550.3232	426.3889	2	297.8575	275.8536	1	0	27.12257	22.1126	False
34.15	0	0.7181715	0.05766395	0.6934729	550.5219	426.6684	2	297.8565	275.891	1	0	27.12257	22.1126	False
34.16	0	0.7181327	0.05762224	0.6935165	550.5219	426.6684	2	297.8749	275.9291	1	0	27.12257	22.1126	False
34.17	0	0.7179357	0.05742797	0.6937364	550.3438	426.5897	2	297.8833	275.9482	1	0	27.12257	22.1126	False
34.18	0	0.7179357	0.05742797	0.6937364	550.3438	426.5897	2	297.8833	275.9482	1	0	27.12257	22.1126	False
34.19	0	0.7176815	0.05790995	0.6939594	550.1656	426.7891	2	297.8903	275.9543	1	0	27.12257	22.1126	False
34.2	0	0.717859	0.05803394	0.6937655	550.3643	426.831	2	297.8824	275.96	1	0	27.12257	22.1126	False
34.21	0	0.7174451	0.05877458	0.6941312	549.9738	427.1421	2	297.8336	275.9428	1	0	27.12257	22.1126	False
34.22	0	0.7174451	0.05877458	0.6941312	549.9738	427.1421	2	297.8336	275.9428	1	0	27.12257	22.1126	False
34.23	0	0.7174953	0.05880577	0.6940766	549.9738	427.1421	2	297.7727	275.9289	1	0	27.12257	22.1126	False
34.24	0	0.718352	0.05893696	0.6931788	550.7549	427.1601	2	297.6731	275.9114	1	0	27.12257	22.1126	False
34.25	0	0.7185256	0.05895485	0.6929973	550.8439	427.1301	2	297.5746	275.8731	1	0	27.12257	22.1126	False
34.26	0	0.7185256	0.05895485	0.6929973	550.8439	427.1301	2	297.5746	275.8731	1	0	27.12257	22.1126	False
34.27	0	0.7187148	0.06018794	0.6926951	551.077	427.6225	2	297.5129	275.8331	1	0	27.12257	22.1126	False
34.28	0	0.7185912	0.061154	0.6927386	551.0016	428.0085	1	534.7615	402.2592	1	0	27.12257	22.1126	False
34.29	0	0.7186126	0.06114905	0.692717	551.0015	428.0085	1	534.7462	402.2606	1	0	27.12257	22.1126	False
34.3	0	0.7186126	0.06114905	0.692717	551.0015	428.0085	1	534.7462	402.2606	1	0	27.12257	22.1126	False
34.31	0	0.7180889	0.06110794	0.6932634	550.4466	428.0662	1	534.7332	402.317	1	0	27.12257	22.1126	False
34.32	0	0.7183332	0.06133525	0.6929902	550.6796	428.222	1	534.7113	402.3796	1	0	27.12257	22.1126	False
34.33	0	0.7185571	0.06055782	0.6928264	550.8029	428.0047	1	534.6797	402.501	1	0	27.12257	22.1126	False
34.34	0	0.7185571	0.06055782	0.6928264	550.8029	428.0047	1	534.6797	402.501	1	0	27.12257	22.1126	False
34.35	0	0.7186297	0.05991856	0.6928067	550.8166	427.7918	1	534.6768	402.5641	1	0	27.12257	22.1126	False
34.36	0	0.7185498	0.06026769	0.6928593	550.7618	428.0227	1	534.676	402.6411	1	0	27.12257	22.1126	False
34.37	0	0.7186007	0.06013475	0.6928179	550.7617	428.0227	1	534.6346	402.6998	1	0	27.12257	22.1126	False
34.38	0	0.7186007	0.06013475	0.6928179	550.7617	428.0227	1	534.6346	402.6998	1	0	27.12257	22.1126	False
34.39	0	0.7185646	0.06079654	0.6927977	550.7275	428.3832	1	534.5806	402.7743	1	0	27.12257	22.1126	False
34.4	0	0.7184359	0.06026098	0.6929778	550.5356	428.201	1	534.5593	402.8195	1	0	27.12257	22.1126	False
34.41	0	0.7184651	0.06038869	0.6929365	550.5699	428.3097	1	534.5535	402.8737	1	0	27.12257	22.1126	False
34.42	0	0.7184651	0.06038869	0.6929365	550.5699	428.3097	1	534.5535	402.8737	1	0	27.12257	22.1126	False
34.43	0	0.7184765	0.06028455	0.6929337	550.5699	428.3097	1	534.5513	402.9183	1	0	27.12257	22.1126	False
34.44	0	0.7181786	0.06093451	0.6931857	550.3369	428.6185	1	534.5665	402.9379	1	0	27.12257	22.1126	False
34.45	0	0.7182503	0.0608041	0.6931229	550.4191	428.5653	1	534.5899	402.9422	1	0	27.12257	22.1126	False
34.46	0	0.7182503	0.0608041	0.6931229	550.4191	428.5653	1	534.5899	402.9422	1	0	27.12257	22.1126	False
34.47	0	0.7179961	0.06012612	0.6934454	550.1039	428.2663	1	534.5898	402.9268	1	0	27.12257	22.1126	False
34.48	0	0.718019	0.06019503	0.6934156	550.104	428.2663	1	534.5659	402.8969	1	0	27.12257	22.1126	False
34.49	0	0.7178286	0.06056534	0.6935805	549.8435	428.4079	1	534.4691	402.8734	1	0	27.12257	22.1126	False
34.5	0	0.7178286	0.06056534	0.6935805	549.8435	428.4079	1	534.4691	402.8734	1	0	27.12257	22.1126	False
34.51	0	0.7176238	0.06074617	0.6937765	549.549	428.4619	1	534.3671	402.8436	1	0	27.12257	22.1126	False
34.52	0	0.7178614	0.06095596	0.6935123	549.6654	428.5076	1	534.2301	402.8061	1	0	27.12257	22.1126	False
34.53	0	0.7177658	0.0605852	0.6936437	549.3776	428.3547	1	534.0672	402.8106	1	0	27.12257	22.1126	False
34.54	0	0.7177658	0.0605852	0.6936437	549.3776	428.3547	1	534.0672	402.8106	1	0	27.12257	22.1126	False
34.55	0	0.7173515	0.06146404	0.6939949	548.9116	428.7234	1	533.9462	402.7892	1	0	27.12257	22.1126	False
34.56	0	0.7174257	0.06151152	0.6939141	548.9117	428.7234	1	533.8689	402.7709	1	0	27.12257	22.1126	False
34.57	0	0.7168398	0.06134032	0.6945344	548.1716	428.6425	1	533.7407	402.7451	1	0	27.12257	22.1126	False
34.58	0	0.716415	0.06075838	0.6950237	547.6989	428.4041	1	533.7407	402.7451	1	0	27.12257	22.1126	False
34.59	0	0.7165888	0.06086671	0.694835	547.6989	428.4041	1	533.5748	402.7006	1	0	27.12257	22.1126	False
34.6	0	0.7159148	0.06072398	0.6955419	546.9247	428.3202	1	533.4958	402.6574	1	0	27.12257	22.1126	False
34.61	0	0.7161095	0.06085081	0.6953305	547.0206	428.345	1	533.3962	402.6314	1	0	27.12257	22.1126	False
34.62	0	0.7161095	0.06085081	0.6953305	547.0206	428.345	1	533.3962	402.6314	1	0	27.12257	22.1126	False
34.63	0	0.716149	0.06098525	0.6952779	547.0206	428.345	1	533.3535	402.5735	1	0	27.12257	22.1126	False
34.64	0	0.715744	0.05964966	0.6958106	546.4724	427.7356	1	533.3216	402.5271	1	0	27.12257	22.1126	False
34.65	0	0.7154836	0.05860581	0.696167	546.0475	427.241	1	533.2421	402.4743	1	0	27.12257	22.1126	False
34.66	0	0.7154836	0.05860581	0.696167	546.0475	427.241	1	533.2421	402.4743	1	0	27.12257	22.1126	False
34.67	0	0.7149929	0.0586604	0.6966665	545.4995	427.199	1	533.1832	402.3951	1	0	27.12257	22.1126	False
34.68	0	0.7150056	0.05875789	0.6966451	545.4994	427.199	1	533.1663	402.3531	1	0	27.12257	22.1126	False
34.69	0	0.7147383	0.05699096	0.6970662	545.0677	426.3948	1	533.1425	402.3011	1	0	27.12257	22.1126	False
34.7	0	0.7147383	0.05699096	0.6970662	545.0677	426.3948	1	533.1425	402.3011	1	0	27.12257	22.1126	False
34.71	0	0.7264578	0.0437299	0.6858183	555.8871	420.2957	1	533.1181	402.2332	1	0	27.12257	22.1126	False
34.72	0	0.7331102	0.02939972	0.6794741	561.7592	413.9163	1	533.1026	402.1916	1	0	27.12257	22.1126	False
34.73	0	0.733131	0.02949745	0.6794475	561.7592	413.9163	1	533.0798	402.1465	1	0	27.12257	22.1126	False
34.74	0	0.733131	0.02949745	0.6794475	561.7592	413.9163	1	533.0798	402.1465	1	0	27.12257	22.1126	False
34.75	0	0.7331951	0.02955994	0.6793755	561.7592	413.9163	1	533.0149	402.1173	1	0	27.12257	22.1126	False
34.76	0	0.7332411	0.0296017	0.6793241	561.7592	413.9163	1	532.9684	402.0978	1	0	27.12257	22.1126	False
34.77	0	0.733296	0.0296384	0.6792631	561.7593	413.9163	1	532.9119	402.0818	1	0	27.12257	22.1126	False
34.78	0	0.733296	0.0296384	0.6792631	561.7593	413.9163	1	532.9119	402.0818	1	0	27.12257	22.1126	False
34.79	0	0.7333399	0.02965984	0.6792148	561.7591	413.9163	1	532.8666	402.073	1	0	27.12257	22.1126	False
34.8	0	0.7333643	0.0296784	0.6791876	561.7592	413.9163	1	532.8399	402.0664	1	0	27.12257	22.1126	False
34.81	0	0.179287	-0.422229	0.8885825	74.72681	186.2535	1	532.8296	402.1032	1	0	27.12257	22.1126	False
34.82	0	0.179287	-0.422229	0.8885825	74.72681	186.2535	1	532.8296	402.1032	1	0	27.12257	22.1126	False
34.83	0	0.8297481	-0.3762621	0.4122438	750.8333	213.9304	1	532.8745	402.1481	1	0	27.12257	22.1126	False
34.84	0	0.8297619	-0.3762968	0.4121842	750.8332	213.9305	1	532.8974	402.1937	1	0	27.12257	22.1126	False
34.85	0	0.8298006	-0.3762985	0.4121048	750.8333	213.9304	1	532.9382	402.2432	1	0	27.12257	22.1126	False
34.86	0	0.8298006	-0.3762985	0.4121048	750.8333	213.9304	1	532.9382	402.2432	1	0	27.12257	22.1126	False
34.87	0	0.8970546	-0.2591151	0.357984	822.0529	268.6299	1	532.9659	402.2644	1	0	27.12257	22.1126	False
34.88	0	0.8305196	-0.1349915	0.5403835	676.2149	338.3023	1	532.9824	402.2657	1	0	27.12257	22.1126	False
34.89	0	0.7739405	-0.05189864	0.6311281	602.9877	377.7225	1	533.0182	402.262	1	0	27.12257	22.1126	False
34.9	0	0.7739405	-0.05189864	0.6311281	602.9877	377.7225	1	533.0182	402.262	1	0	27.12257	22.1126	False
34.91	0	0.7485773	-0.01198249	0.6629392	576.0319	395.7726	1	533.0759	402.2758	1	0	27.12257	22.1126	False
34.92	0	0.7485265	-0.01203478	0.6629958	576.0319	395.7726	1	533.1357	402.3077	1	0	27.12257	22.1126	False
34.93	0	0.7346675	0.002992617	0.6784207	562.1566	402.6617	1	533.1655	402.3258	1	0	27.12257	22.1126	False
34.94	0	0.7346675	0.002992617	0.6784207	562.1566	402.6617	1	533.1655	402.3258	1	0	27.12257	22.1126	False
34.95	0	0.7346476	0.002929758	0.6784425	562.1566	402.6616	1	533.1887	402.3589	1	0	27.12257	22.1126	False
34.96	0	0.7268629	0.00789019	0.6867372	554.4139	405.0277	1	533.1798	402.3621	1	0	27.12257	22.1126	False
34.97	0	0.7230958	0.01193578	0.6906447	550.7618	406.8496	1	533.1522	402.3392	1	0	27.12257	22.1126	False
34.98	0	0.7230958	0.01193578	0.6906447	550.7618	406.8496	1	533.1522	402.3392	1	0	27.12257	22.1126	False
34.99	0	0.7213749	0.014219	0.6923988	549.0967	407.8029	1	533.1097	402.2653	1	0	27.12257	22.1126	False
35	0	0.721394	0.01442601	0.6923746	549.0967	407.8029	1	533.0797	402.179	1	0	27.12257	22.1126	False
35.01	0	0.7211351	0.01678454	0.6925911	548.9323	408.724	1	533.0591	402.0855	1	0	27.12257	22.1126	False
35.02	0	0.7211351	0.01678454	0.6925911	548.9323	408.724	1	533.0591	402.0855	1	0	27.12257	22.1126	False
35.03	0	0.7212017	0.02017686	0.6924312	549.2132	410.0865	1	533.0992	402.0008	1	0	27.12257	22.1126	False
35.04	0	0.7202961	0.02308049	0.6932826	548.5417	411.2737	1	533.1799	401.9193	1	0	27.12257	22.1126	False
35.05	0	0.7202207	0.02331032	0.6933532	548.5416	411.2737	1	533.2414	401.8199	1	0	27.12257	22.1126	False
35.06	0	0.7202207	0.02331032	0.6933532	548.5416	411.2737	1	533.2414	401.8199	1	0	27.12257	22.1126	False
35.07	0	0.7202308	0.02625624	0.6932376	548.8089	412.4549	1	533.3335	401.7417	1	0	27.12257	22.1126	False
35.08	0	0.7201378	0.0281712	0.6932588	548.8843	413.1833	1	533.3904	401.6487	1	0	27.12257	22.1126	False
35.09	0	0.7200106	0.02983114	0.6933216	548.8775	413.8279	1	533.4114	401.58	1	0	27.12257	22.1126	False
35.1	0	0.7200106	0.02983114	0.6933216	548.8775	413.8279	1	533.4114	401.58	1	0	27.12257	22.1126	False
35.11	0	0.7200125	0.03001044	0.6933118	548.8774	413.8279	1	533.395	401.5054	1	0	27.12257	22.1126	False
